name;type;status;date;genres;score;members;rank;popularity;image;quantity
A-jang.com;TV;Finished Airing;Nov 22, 2001 to Dec 22, 2001;Fantasy;5.74;505;8841;11813;https://cdn.myanimelist.net/images/anime/1256/106351.jpg;13
A-Ko The VersusProject A-ko: Uncivil Wars;OVA;Finished Airing;Jul 21, 1990 to Aug 21, 1990;Action, Adventure, Comedy, Romance, Sci-Fi, Super Power;6.28;N/A;6866;6850;N/A;2
A-Size Classmate;OVA;Finished Airing;Feb 5, 2016 to Apr 1, 2016;Hentai;5.76;N/A;N/A;5590;https://cdn.myanimelist.net/images/anime/1929/110182.jpg;2
A.D. Police (TV)A.D. Police: To Protect and Serve;TV;Finished Airing;Apr 8, 1999 to Jul 1, 1999;Action, Sci-Fi, Mecha, Shounen;6.03;N/A;7969;4959;N/A;12
A.F;Special;Finished Airing;Sep 6, 2002;Action, Sci-Fi, Space, Mecha;4.50;N/A;10640;10165;https://cdn.myanimelist.net/images/anime/7/9489.jpg;1
A.I.C.O.: Incarnation;ONA;Finished Airing;Mar 9, 2018;Action, Sci-Fi;6.66;N/A;5039;1698;https://cdn.myanimelist.net/images/anime/1921/91085.jpg;12
A.LI.CE;Movie;Finished Airing;Feb 5, 2000;Sci-Fi;5.01;N/A;10322;9061;https://cdn.myanimelist.net/images/anime/10/5762.jpg;1
A3! Season Autumn & Winter;TV;Currently Airing;Oct 13, 2020 to ?;Slice of Life, Drama;7.15;N/A;2948;5175;https://cdn.myanimelist.net/images/anime/1049/108197.jpg;N/A
A3! Season Spring & Summer;TV;Finished Airing;Jan 14, 2020 to Jun 23, 2020;Slice of Life, Drama;7.11;N/A;3122;3892;https://cdn.myanimelist.net/images/anime/1421/105605.jpg;12
Aa / iiaaH / Hee;Movie;Finished Airing;2014;Dementia;4.90;306;10408;13131;N/A;1
Aa Harimanada;TV;Finished Airing;Apr 23, 1992 to Oct 1, 1992;Sports, Martial Arts, Seinen;6.11;N/A;7603;9725;https://cdn.myanimelist.net/images/anime/10/21286.jpg;23
Aa! Megami-sama!Oh! My Goddess;OVA;Finished Airing;Feb 21, 1993 to May 17, 1994;Comedy, Magic, Romance, Seinen, Supernatural;7.33;N/A;2177;2293;N/A;5
Aa! Megami-sama! (2011);OVA;Finished Airing;Feb 23, 2011 to Aug 23, 2013;Comedy, Magic, Romance, Seinen, Supernatural;7.35;N/A;2091;3667;https://cdn.myanimelist.net/images/anime/5/28569.jpg;3
Aa! Megami-sama! (TV)Ah! My Goddess;TV;Finished Airing;Jan 7, 2005 to Jul 8, 2005;Comedy, Supernatural, Magic, Romance, Seinen;7.36;N/A;2062;1034;N/A;24
Aa! Megami-sama! (TV) Specials;Special;Finished Airing;Apr 1, 2005 to Dec 23, 2005;Magic, Comedy, Romance, Supernatural, Seinen;7.54;N/A;1446;3238;https://cdn.myanimelist.net/images/anime/2/17893.jpg;3
Aa! Megami-sama! MovieAh! My Goddess: The Movie;Movie;Finished Airing;Oct 21, 2000;Comedy, Magic, Romance, Seinen, Supernatural;7.57;N/A;1348;2552;N/A;1
Aa! Megami-sama!: Chichaitte Koto wa Benri da neOh! My Goddess: The Adventures of Mini-Goddess;TV;Finished Airing;Apr 6, 1998 to Mar 29, 1999;Comedy, Magic, Supernatural;6.92;N/A;3915;3568;N/A;48
Aa! Megami-sama!: Sorezore no TsubasaAh! My Goddess: Flights of Fancy;TV;Finished Airing;Apr 7, 2006 to Sep 15, 2006;Comedy, Magic, Romance, Seinen, Supernatural;7.59;N/A;1280;2006;N/A;22
Aa! Megami-sama!: Sorezore no Tsubasa SpecialsAh! My Goddess: Flights of Fancy Specials;Special;Finished Airing;Feb 23, 2007;Comedy, Magic, Romance, Seinen, Supernatural;7.54;N/A;1447;3349;N/A;2
Aa! Megami-sama!: Tatakau Tsubasa;Special;Finished Airing;Dec 9, 2007;Comedy, Magic, Romance, Seinen, Supernatural;7.60;N/A;1274;3258;https://cdn.myanimelist.net/images/anime/7/18673.jpg;2
AAA de Ikou!!: Yuuna & Akiko;OVA;Finished Airing;Aug 24, 2007;Comedy;N/A;281;12924;13367;https://cdn.myanimelist.net/images/anime/5/71512.jpg;1
Aachi wa SsipakAachi and Ssipak;Movie;Finished Airing;Jun 28, 2006;Action, Comedy;6.68;N/A;4946;5124;N/A;1
Ab-rah;Music;Finished Airing;Nov 3, 2013;Music;N/A;176;12925;14977;https://cdn.myanimelist.net/images/anime/1939/101666.jpg;1
Abarenbou Rikishi!! MatsutarouRowdy Sumo Wrestler Matsutaro!!;TV;Finished Airing;Apr 6, 2014 to Sep 28, 2014;Sports, Seinen;6.12;N/A;7575;5245;N/A;23
Abashiri Ikka;OVA;Finished Airing;May 21, 1991 to Nov 21, 1991;Action, Comedy, Shounen;5.39;N/A;9709;7195;https://cdn.myanimelist.net/images/anime/1492/94195.jpg;4
Abe George Kattobi Seishun Ki: Shibuya Honky Tonk;OVA;Finished Airing;May 25, 1988 to Nov 25, 1988;Ecchi, Drama;N/A;499;12926;11851;https://cdn.myanimelist.net/images/anime/3/46761.jpg;4
Abenobashi Mahou☆ShoutengaiMagical☆Shopping Arcade Abenobashi;TV;Finished Airing;Apr 4, 2002 to Jun 27, 2002;Comedy, Parody, Ecchi, Fantasy;7.26;N/A;2504;1719;N/A;13
Absolute Duo;TV;Finished Airing;Jan 4, 2015 to Mar 22, 2015;Action, Harem, Supernatural, Romance, Ecchi, School;6.54;N/A;5629;295;https://cdn.myanimelist.net/images/anime/4/68839.jpg;12
Abstract feat. Alkama;Movie;Finished Airing;Aug 19, 2017;Dementia;5.23;481;10015;11949;https://cdn.myanimelist.net/images/anime/8/87400.jpg;1
Abunai Sisters: Koko & Mika;OVA;Finished Airing;Jan 15, 2009 to Mar 5, 2009;Action, Comedy, Ecchi;2.52;N/A;10768;6878;https://cdn.myanimelist.net/images/anime/4/57069.jpg;10
ACCA: 13-ku Kansatsu-kaACCA: 13-Territory Inspection Dept.;TV;Finished Airing;Jan 10, 2017 to Mar 28, 2017;Mystery, Police, Drama, Fantasy, Seinen;7.68;N/A;1075;1183;N/A;12
ACCA: 13-ku Kansatsu-ka - Regards;OVA;Finished Airing;Feb 14, 2020;Mystery, Police, Drama, Fantasy, Seinen;7.15;N/A;2949;4763;https://cdn.myanimelist.net/images/anime/1878/101560.jpg;1
ACCA: 13-ku Kansatsu-ka Specials;Special;Finished Airing;Apr 21, 2017 to Aug 29, 2017;Slice of Life, Seinen;6.77;N/A;4509;5433;https://cdn.myanimelist.net/images/anime/11/86168.jpg;6
Accel World;TV;Finished Airing;Apr 7, 2012 to Sep 22, 2012;Action, Game, Sci-Fi, Romance, School;7.35;N/A;2092;161;https://cdn.myanimelist.net/images/anime/8/38155.jpg;24
Accel World EX;OVA;Finished Airing;Sep 13, 2012 to Jan 31, 2013;Action, Game, Sci-Fi, Romance, School;7.16;N/A;2912;1342;https://cdn.myanimelist.net/images/anime/10/41815.jpg;2
Accel World: Acchel World.;Special;Finished Airing;Jul 25, 2012 to Feb 27, 2013;Sci-Fi, Comedy;6.23;N/A;7078;2572;https://cdn.myanimelist.net/images/anime/10/38469.jpg;8
Accel World: Infinite∞Burst;Movie;Finished Airing;Jul 23, 2016;Action, Game, Sci-Fi, Romance, School;6.68;N/A;4947;1998;https://cdn.myanimelist.net/images/anime/5/87145.jpg;1
Accelerando: Datenshi-tachi no Sasayaki;OVA;Finished Airing;Jan 26, 2007 to Feb 26, 2010;Hentai;6.87;N/A;N/A;4521;https://cdn.myanimelist.net/images/anime/1137/103881.jpg;4
Acchi Kocchi;Movie;Finished Airing;Jan 1, 1962;Dementia;7.13;N/A;3041;5569;https://cdn.myanimelist.net/images/anime/1031/104174.jpg;1
Acchi Kocchi (TV)Place to Place;TV;Finished Airing;Apr 6, 2012 to Jun 29, 2012;Slice of Life, Comedy, Romance, School;7.52;N/A;1518;552;N/A;12
Acchi Kocchi (TV): Place=Princess;Special;Finished Airing;Nov 7, 2012;Slice of Life, Comedy, Romance, School;7.51;N/A;1531;2226;https://cdn.myanimelist.net/images/anime/12/43823.jpg;1
Ace wo Nerae!;TV;Finished Airing;Oct 5, 1973 to Mar 29, 1974;Sports, Drama, Romance, School, Shoujo;7.00;N/A;3606;5072;https://cdn.myanimelist.net/images/anime/1414/91264.jpg;26
Ace wo Nerae! (1979)Aim for the Ace! (1979);Movie;Finished Airing;Sep 8, 1979;Sports, Drama, Romance, School, Shoujo;6.82;N/A;4314;7734;N/A;1
Ace wo Nerae! 2;OVA;Finished Airing;Jul 25, 1988 to Oct 25, 1988;Drama, Shoujo, Sports;6.83;N/A;4256;8778;https://cdn.myanimelist.net/images/anime/6/71785.jpg;13
Ace wo Nerae!: Final Stage;OVA;Finished Airing;Oct 25, 1989 to Apr 25, 1990;Action, Drama, Sports;6.47;N/A;5941;9466;https://cdn.myanimelist.net/images/anime/6/71784.jpg;12
Acerola-chan;ONA;Finished Airing;Jul 3, 2009 to Aug 31, 2009;Comedy;N/A;237;12927;13980;https://cdn.myanimelist.net/images/anime/4/80597.jpg;3
Action Heroine Cheer Fruits;TV;Finished Airing;Jul 7, 2017 to Sep 29, 2017;Comedy, School, Slice of Life;6.56;N/A;5519;4519;https://cdn.myanimelist.net/images/anime/12/86741.jpg;12
Active Raid: Kidou Kyoushuushitsu Dai Hachi GakariActive Raid;TV;Finished Airing;Jan 7, 2016 to Mar 24, 2016;Comedy, Mecha, Police, Sci-Fi;5.89;N/A;8387;2093;N/A;12
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2ndActive Raid Second;TV;Finished Airing;Jul 11, 2016 to Sep 26, 2016;Sci-Fi, Comedy, Police, Mecha;6.40;N/A;6302;3740;N/A;12
Actors: Songs Connection;TV;Finished Airing;Oct 6, 2019 to Dec 22, 2019;Music, School;6.22;N/A;7138;4609;https://cdn.myanimelist.net/images/anime/1383/103339.jpg;12
Ad Lib Anime Kenkyuujo;TV;Finished Airing;Oct 16, 2011 to Mar 31, 2013;Comedy;N/A;932;12928;10377;https://cdn.myanimelist.net/images/anime/7/33869.jpg;38
AD PoliceAD Police Files;OVA;Finished Airing;May 25, 1990 to Nov 22, 1990;Sci-Fi, Adventure, Mystery, Dementia, Police, Psychological, Thriller, Mecha;6.29;N/A;6799;4380;N/A;3
Adachi to ShimamuraAdachi and Shimamura;TV;Currently Airing;Oct 9, 2020 to ?;Slice of Life, Romance, School, Shoujo Ai;7.45;N/A;1718;1701;N/A;12
Adachi-ga Hara;Movie;Finished Airing;Nov 16, 1991;Sci-Fi;6.06;N/A;7845;9916;https://cdn.myanimelist.net/images/anime/13/81675.jpg;1
Adauchi Karasu;Movie;Finished Airing;Mar 20, 1934;;N/A;226;12929;14123;N/A;1
Additional Memory;Music;Finished Airing;Sep 14, 2018;Music;7.27;N/A;2450;6848;https://cdn.myanimelist.net/images/anime/1007/98534.jpg;1
Adesugata Mahou no Sannin Musume;OVA;Finished Airing;Mar 28, 1986;Magic, Comedy, Shoujo;5.36;N/A;9786;10180;https://cdn.myanimelist.net/images/anime/1477/104687.jpg;1
Adobe Student and Teacher Edition;Special;Finished Airing;Dec, 2009;Dementia;5.23;218;10016;14277;https://cdn.myanimelist.net/images/anime/1712/95535.jpg;1
Advancer TinaBest of Kitty #1;OVA;Finished Airing;Aug 21, 1996;Space, Hentai, Sci-Fi;5.08;N/A;N/A;8092;N/A;1
Adventures in Beauty Wonderland;Movie;Finished Airing;2013;Adventure, Dementia;4.05;N/A;10713;8956;https://cdn.myanimelist.net/images/anime/2/71884.jpg;1
AEIOUdan: Douro no Tadashii Watari Kata;OVA;Finished Airing;1991;Kids;N/A;54;12930;17039;N/A;1
Aesop Douwa;OVA;Finished Airing;Nov 21, 1993;;N/A;153;12931;15383;https://cdn.myanimelist.net/images/anime/3/86238.jpg;3
Aesop's World;TV;Finished Airing;Apr 5, 1999 to Dec 31, 1999;Kids;5.82;483;8615;11929;https://cdn.myanimelist.net/images/anime/8/72148.jpg;26
Afghanistan Paghman-mura no Monogatari: Boku no Mura ni Circus ga Kita;OVA;Finished Airing;2002;Historical, Kids;N/A;314;12932;13018;https://cdn.myanimelist.net/images/anime/3/66027.jpg;1
Afghanistan Paghman-mura no Monogatari: Sekaiichi Utsukushii Boku no Mura;OVA;Finished Airing;2002;Historical, Kids;N/A;340;12933;12797;https://cdn.myanimelist.net/images/anime/4/66025.jpg;1
Afraid To Be Cool / Raise Me Up;Music;Finished Airing;Apr 12, 2016 to May 18, 2016;Music;6.07;256;7796;13698;https://cdn.myanimelist.net/images/anime/1454/99043.jpg;2
Africa no SalarymanAfrican Office Worker;ONA;Finished Airing;Jun 5, 2017 to Jun 30, 2017;Comedy;5.84;N/A;8552;9491;N/A;10
Africa no Salaryman (TV)Africa Salaryman;TV;Finished Airing;Oct 7, 2019 to Dec 23, 2019;Slice of Life, Comedy;6.51;N/A;5743;3728;N/A;12
Afro Samurai;TV;Finished Airing;May 3, 2007 to May 4, 2007;Action, Adventure, Samurai;7.36;N/A;2063;521;https://cdn.myanimelist.net/images/anime/3/15874.jpg;5
Afro Samurai MovieAfro Samurai the Movie;Movie;Finished Airing;Oct 27, 2007;Action, Adventure, Samurai;7.54;N/A;1448;2282;N/A;1
Afro Samurai Pilot;Special;Finished Airing;Jan 1, 2003;Action, Martial Arts, Samurai, Seinen;6.73;N/A;4680;5224;https://cdn.myanimelist.net/images/anime/3/67723.jpg;1
Afro Samurai: Resurrection;Movie;Finished Airing;Jan 25, 2009;Action, Adventure, Samurai;7.37;N/A;2004;1606;https://cdn.myanimelist.net/images/anime/6/77929.jpg;1
Afro-Ken;OVA;Finished Airing;Jun 25, 2001;Comedy, Kids;5.12;N/A;10199;7772;https://cdn.myanimelist.net/images/anime/12/63903.jpg;1
After School;ONA;Not yet aired;Not available;School;N/A;N/A;N/A;10126;https://cdn.myanimelist.net/images/anime/3/81125.jpg;N/A
After War Gundam X;TV;Finished Airing;Apr 5, 1996 to Dec 28, 1996;Sci-Fi, Adventure, Space, Drama, Mecha;7.32;N/A;2242;2977;https://cdn.myanimelist.net/images/anime/10/16054.jpg;39
After... The Animation;OVA;Finished Airing;Aug 25, 2007 to Jan 25, 2008;Hentai, School;5.76;N/A;N/A;5592;https://cdn.myanimelist.net/images/anime/8/14405.jpg;2
Aftermath;Music;Finished Airing;May 12, 2016;Military, Music, Drama;6.07;N/A;7797;9929;https://cdn.myanimelist.net/images/anime/7/80076.jpg;1
Afureko! AR;ONA;Finished Airing;Jan 31, 2012;;N/A;224;12934;14158;https://cdn.myanimelist.net/images/anime/5/86133.jpg;3
Against;ONA;Finished Airing;Apr 14, 2013;Dementia, Fantasy;5.42;340;9652;12816;https://cdn.myanimelist.net/images/anime/10/84182.jpg;1
Agatha Christie no Meitantei Poirot to MarpleAgatha Christie's Great Detectives Poirot and Marple;TV;Finished Airing;Jul 4, 2004 to May 15, 2005;Historical, Mystery;6.87;N/A;4115;5814;N/A;39
Age Man to Fuku Chin;OVA;Finished Airing;Dec 21, 1991;Hentai;5.03;879;N/A;10499;https://cdn.myanimelist.net/images/anime/1858/103792.jpg;1
Age of Obscure: Boubaku Jidai;Movie;Finished Airing;2016;Dementia;N/A;273;12935;13481;https://cdn.myanimelist.net/images/anime/1526/90848.jpg;1
Aggressive RetsukoAggretsuko;TV;Finished Airing;Apr 2, 2016 to Mar 31, 2018;Music, Slice of Life, Comedy;7.63;N/A;1176;1817;N/A;100
Aggressive Retsuko (ONA)Aggretsuko;ONA;Finished Airing;Apr 20, 2018;Slice of Life, Comedy;7.71;N/A;994;1286;N/A;10
Aggressive Retsuko (ONA) 2nd Season;ONA;Finished Airing;Jun 14, 2019;Comedy, Slice of Life;7.81;N/A;795;1971;https://cdn.myanimelist.net/images/anime/1739/101117.jpg;10
Aggressive Retsuko (ONA) 3rd Season;ONA;Finished Airing;Aug 27, 2020;Comedy, Slice of Life;7.96;N/A;580;2851;https://cdn.myanimelist.net/images/anime/1049/108692.jpg;10
Aggressive Retsuko: We Wish You a Metal ChristmasAggretsuko: We Wish You a Metal Christmas;ONA;Finished Airing;Dec 20, 2018;Slice of Life, Comedy;7.29;N/A;2361;2809;N/A;1
Agigongryong DoolieLittle Dino Dooly;TV;Finished Airing;Oct 7, 1987;Adventure, Kids;N/A;393;12936;12449;N/A;6
Agigongryong Doolie (1988)Little Dino Dooly (1988);TV;Finished Airing;May 5, 1988;Kids;N/A;316;12937;12995;N/A;7
Agigongryong Doolie (2009)Little Dino Dooly (2009);TV;Finished Airing;Jan 8, 2009 to Feb 7, 2009;Adventure, Kids;N/A;304;12938;13112;N/A;26
Agigongryong Doolie (Movie)Baby Titanosaur Dooly: Adventure in the Ice Star;Movie;Finished Airing;Jul 24, 1996;Kids;N/A;321;12939;12956;N/A;1
Agitated Screams of Maggots;Music;Finished Airing;Nov, 2006;Dementia, Music, Horror;4.22;N/A;10696;6081;https://cdn.myanimelist.net/images/anime/8/32031.jpg;1
Agitation!;Music;Finished Airing;Aug 6, 2019;Music;5.48;422;9525;12273;https://cdn.myanimelist.net/images/anime/1284/102877.jpg;1
AgukaruAgriculture Angel BARAKI;ONA;Finished Airing;Sep 17, 2010 to Apr 1, 2014;Magic, Supernatural, Slice of Life;5.28;N/A;9917;9583;N/A;5
Agukaru: Play with Ibaraki-henAgriculture Angel BARAKI: Play with Ibaraki;ONA;Finished Airing;Jun 6, 2014 to Mar 21, 2015;Slice of Life, Magic, Supernatural;N/A;407;12940;12353;N/A;20
Agukaru: Play with Ibaraki-hen Episode 0Agriculture Angel BARAKI: Play with Ibaraki Episode 0;ONA;Finished Airing;Mar 28, 2015;Magic, Slice of Life, Supernatural;N/A;318;12941;12996;N/A;1
Aguu: Tensai NingyouAguu: Genius Dolls;TV;Finished Airing;Jul 10, 2018 to Sep 25, 2018;Action, Drama, Supernatural;5.49;N/A;9483;5906;N/A;12
Ahiru no KoThe Ugly Duckling;Movie;Finished Airing;1932;Kids;5.84;381;8553;12519;N/A;1
Ahiru no OtegaraThe Duckling Saves the Day;Movie;Finished Airing;1931;Adventure;5.06;N/A;10272;9527;N/A;1
Ahiru no Pekkle no Ahiru no DrakestailPekkle in Drakestail;OVA;Finished Airing;Nov 23, 2001;Kids, Fantasy;N/A;332;12942;12866;N/A;1
Ahiru no Pekkle no Aladdin to Mahou no LampPekkle in Aladdin and His Magic Lamp;OVA;Finished Airing;Sep 21, 1993;Kids, Fantasy;N/A;342;12943;12782;N/A;1
Ahiru no Pekkle no Hihou wo SagasePekkle in Find the Secret Treasure;OVA;Finished Airing;Apr 21, 1993;Adventure, Fantasy, Kids;N/A;287;12944;13295;N/A;1
Ahiru no Pekkle no Minikui Ahiru no KoPekkle in the Ugly Duckling;OVA;Finished Airing;Dec 21, 2001;Kids, Fantasy;N/A;318;12945;12980;N/A;1
Ahiru no Pekkle no Sindbad no BoukenPekkle in the Adventures of Sinbad;OVA;Finished Airing;Oct 21, 1993;Adventure, Fantasy, Kids;5.78;399;8737;12407;N/A;1
Ahiru no Pekkle no Suieitaikai wa OosawagiPekkle in the Great Swimming Race;OVA;Finished Airing;Mar 21, 1993;Fantasy, Kids;N/A;338;12946;12807;N/A;1
Ahiru no Sora;TV;Finished Airing;Oct 2, 2019 to Sep 30, 2020;Comedy, Sports, Drama, School, Shounen;7.40;N/A;1903;1161;https://cdn.myanimelist.net/images/anime/1975/108030.jpg;50
Ahiru RikusentaiDuck Brigade;Movie;Finished Airing;1940;Action, Military, Historical, Kids;5.14;756;10161;10850;N/A;1
Aho GirlAHO-GIRL;TV;Finished Airing;Jul 4, 2017 to Sep 19, 2017;Comedy, Romance, School, Shounen;6.95;N/A;3773;400;N/A;12
AiLove;Movie;Finished Airing;1963;Dementia, Psychological, Romance;4.28;N/A;10682;7413;N/A;1
Ai (ONA);ONA;Finished Airing;Aug 10, 2012;Romance;2.64;N/A;10767;7855;https://cdn.myanimelist.net/images/anime/3/77494.jpg;1
Ai CityLove City;Movie;Finished Airing;Jul 26, 1986;Action, Super Power, Sci-Fi;5.74;N/A;8842;6420;N/A;1
Ai DollLove Doll;OVA;Finished Airing;Jun 16, 2000 to Apr 13, 2001;Hentai, Drama;5.76;N/A;N/A;7478;N/A;4
Ai Mai! Moe Can Change!;OVA;Finished Airing;May 25, 2012;Comedy, Sci-Fi;5.57;N/A;9279;5685;https://cdn.myanimelist.net/images/anime/11/39157.jpg;1
Ai Monogatari: 9 Love Stories;OVA;Finished Airing;Apr 2, 1993;Drama, Romance;6.62;N/A;5240;7177;https://cdn.myanimelist.net/images/anime/5/2646.jpg;1
Ai no Gakkou Cuore Monogatari;TV;Finished Airing;Apr 3, 1981 to Sep 25, 1981;Slice of Life, Historical, Drama, School;6.61;N/A;5268;8927;https://cdn.myanimelist.net/images/anime/1792/110187.jpg;26
Ai no Katachi: Ecchi na Onnanoko wa Kirai... Desu ka?;OVA;Finished Airing;Feb 25, 2008 to Jun 25, 2008;Hentai;6.24;N/A;N/A;6050;https://cdn.myanimelist.net/images/anime/7/6645.jpg;2
Ai no Kiseki: Doctor Norman Monogatari;Special;Finished Airing;Dec 24, 1982;Drama, Slice of Life;N/A;294;12947;13219;https://cdn.myanimelist.net/images/anime/5/62049.jpg;1
Ai no Kusabi;OVA;Finished Airing;Aug 1, 1992 to May 1, 1994;Drama, Romance, Sci-Fi, Yaoi;7.15;N/A;N/A;2833;https://cdn.myanimelist.net/images/anime/8/6531.jpg;2
Ai no Kusabi (2012);OVA;Finished Airing;Jan 18, 2012 to Apr 18, 2012;Drama, Romance, Sci-Fi, Yaoi;6.68;N/A;N/A;3023;https://cdn.myanimelist.net/images/anime/7/75531.jpg;4
Ai no Senshi Rainbowman;TV;Finished Airing;Oct 10, 1982 to Mar 27, 1983;Action, Adventure, Mecha, Sci-Fi;6.47;872;5942;10509;https://cdn.myanimelist.net/images/anime/5/21465.jpg;22
Ai no Tabidachi;Music;Finished Airing;Dec 2, 1989;Kids, Music;N/A;112;12948;16227;https://cdn.myanimelist.net/images/anime/1771/104279.jpg;1
Ai no Utagoe wo KikaseteSing a Bit of Harmony;Movie;Not yet aired;2021;Music, School;N/A;N/A;N/A;7962;N/A;1
Ai no Wakakusa MonogatariTales of Little Women;TV;Finished Airing;Jan 11, 1987 to Dec 27, 1987;Drama, Historical, Slice of Life;7.43;N/A;1783;5784;N/A;48
Ai no Wakakusa Monogatari Specials;Special;Finished Airing;2001;Drama, Historical, Slice of Life;6.34;516;6577;11777;https://cdn.myanimelist.net/images/anime/6/42395.jpg;2
Ai no Wakakusa Yama Monogatari;TV;Finished Airing;Aug 1, 1999 to Oct 1, 1999;Comedy;6.06;904;7846;10436;https://cdn.myanimelist.net/images/anime/9/13279.jpg;12
Ai Shimai 2: Futari no KajitsuImmoral Sisters 2;OVA;Finished Airing;Feb 28, 2003 to May 23, 2003;Hentai;6.52;N/A;N/A;5367;N/A;2
Ai Shimai Tsubomi... Kegashite KudasaiImmoral Sisters: Blossoming;OVA;Finished Airing;Jun 25, 2004 to Sep 24, 2004;Hentai;6.11;N/A;N/A;6067;N/A;2
Ai Shimai: Futari no KajitsuImmoral Sisters;OVA;Finished Airing;Apr 27, 2001 to Sep 21, 2001;Hentai;6.50;N/A;N/A;4924;N/A;3
Ai Shoujo Pollyanna Story;TV;Finished Airing;Jan 5, 1986 to Dec 28, 1986;Drama, Historical, Slice of Life;6.94;N/A;3826;6800;https://cdn.myanimelist.net/images/anime/13/71674.jpg;51
Ai Shoujo Pollyanna Story Specials;Special;Finished Airing;Apr, 2001;Drama, Historical, Slice of Life;N/A;413;12949;12317;https://cdn.myanimelist.net/images/anime/5/63433.jpg;2
Ai Sky Tree 21;ONA;Finished Airing;Aug 30, 2012;Action;4.55;545;10627;11646;https://cdn.myanimelist.net/images/anime/7/77498.jpg;1
Ai Tenchi Muyou!;TV;Finished Airing;Oct 6, 2014 to Dec 26, 2014;Comedy, Sci-Fi, Shounen;6.21;N/A;7159;3006;https://cdn.myanimelist.net/images/anime/12/67801.jpg;50
Ai Tenchi Muyou! Recaps;Special;Finished Airing;Oct 10, 2014 to Dec 12, 2014;Comedy, Sci-Fi, Shounen;5.44;N/A;9612;6704;https://cdn.myanimelist.net/images/anime/3/70135.jpg;10
Ai Tenshi Densetsu Wedding PeachWedding Peach;TV;Finished Airing;Apr 5, 1995 to Mar 27, 1996;Adventure, Magic, Comedy, Romance, Shoujo;6.69;N/A;4874;3736;N/A;51
Ai Tenshi Densetsu Wedding Peach DXWedding Peach DX;OVA;Finished Airing;Dec 24, 1996 to Jul 25, 1997;Adventure, Magic, Comedy, Romance, Shoujo;6.68;N/A;4948;6418;N/A;4
Ai Tenshi Densetsu Wedding Peach Specials;Special;Finished Airing;Nov, 1995;Adventure, Comedy, Magic, Romance, Shoujo;6.22;N/A;7139;9933;https://cdn.myanimelist.net/images/anime/10/66119.jpg;2
Ai think so,;Music;Finished Airing;Sep 25, 2009;Music;5.55;706;9332;11022;https://cdn.myanimelist.net/images/anime/11/77036.jpg;1
Ai to Ken no Camelot: Mangaka Marina Time Slip JikenCamelot;OVA;Finished Airing;Aug 25, 1990;Adventure, Fantasy, Comedy;5.69;607;8969;11369;N/A;1
Ai to Shi;Special;Finished Airing;Mar 30, 2013;Action;5.61;402;9179;12395;https://cdn.myanimelist.net/images/anime/8/77241.jpg;1
Ai to Yuuki no Pig Girl Tonde BuurinSuper Pig;TV;Finished Airing;Sep 3, 1994 to Aug 26, 1995;Parody, Adventure, Fantasy, Magic, Comedy, Romance, School, Shoujo;6.63;N/A;5182;5108;N/A;51
Ai Uta: Since 2007;Music;Finished Airing;Dec 5, 2016;Music;5.40;426;9696;12248;https://cdn.myanimelist.net/images/anime/13/83609.jpg;1
